17,12,23,14,17,17,18,24,12,22,20,13,24,13,20,18,15,17,23,17,13,21,23,16,23
20,25,20,22,18,19,15,24,14,21,14,10,17,20,15,9,16,26,14,15,20,23,17,24,14
21,18,25,13,20,14,16,15,20,27,11,18,12,23,28,23,24,12,21,14,17,16,11,16,17
15,24,26,14,14,12,13,16,13,21,18,30,23,20,19,15,17,17,13,27,20,10,12,25,18
25,19,21,10,17,14,21,16,18,13,20,20,19,12,17,20,15,13,16,23,23,16,17,23,24
17,27,16,11,20,20,21,12,25,15,17,13,15,12,19,12,22,23,26,16,17,18,16,22,20
18,13,17,14,30,19,22,17,20,20,15,18,12,25,16,19,19,16,19,20,14,21,20,16,12
17,16,19,16,20,12,24,15,15,13,12,17,18,33,20,18,21,11,14,24,15,13,21,20,28
21,19,14,24,17,24,16,20,13,17,12,16,21,26,19,14,25,14,18,16,22,15,18,20,11
19,26,13,17,23,19,17,18,20,15,21,18,18,16,14,19,8,21,16,23,33,19,12,11,16
16,23,22,21,14,14,17,16,17,24,18,16,16,18,19,14,24,12,13,22,17,26,19,15,19
13,16,19,17,13,10,22,18,24,21,21,30,19,9,13,19,18,21,15,23,15,14,25,25,12
20,20,17,22,18,14,24,13,20,18,18,16,15,19,12,22,14,17,21,20,18,17,25,21,11
21,20,13,14,17,18,19,16,24,26,20,17,13,22,15,21,23,18,17,11,15,15,13,22,22
10,19,23,11,17,16,22,24,17,19,10,19,16,18,25,21,15,19,21,18,18,16,24,15,19
23,22,23,21,9,16,26,20,32,20,21,13,13,16,20,21,16,13,14,16,20,18,14,13,12
23,12,20,14,20,12,16,18,18,17,17,18,16,24,22,15,22,13,20,18,13,25,23,24,12
24,18,19,17,19,20,17,23,21,13,17,24,19,17,22,17,16,23,11,24,18,17,15,8,13
21,22,16,24,8,18,18,13,17,21,25,12,16,25,20,24,16,12,17,21,18,13,11,18,26
13,15,9,25,15,23,14,13,19,19,21,22,20,21,20,15,24,24,20,9,24,20,23,12,12
21,19,21,24,20,19,17,24,16,16,15,23,20,16,14,22,18,15,19,9,16,12,17,18,21
16,18,12,17,18,23,10,11,17,20,24,20,19,20,17,25,22,12,13,19,21,21,20,15,22
18,20,24,14,17,24,23,22,17,16,14,18,11,11,23,17,15,29,12,15,20,10,23,20,19
16,13,21,23,13,10,20,26,19,19,21,19,12,27,18,20,14,13,28,11,21,13,18,19,18
18,21,14,21,21,18,25,13,17,24,18,18,18,15,11,16,20,15,24,16,19,18,15,15,22
24,16,23,14,28,12,21,8,20,10,19,17,22,22,21,20,16,16,13,17,24,18,17,16,18
15,19,26,15,21,18,21,14,14,21,19,16,24,14,17,9,19,15,14,22,15,22,13,18,31
19,17,25,22,15,20,14,18,10,26,25,18,18,22,12,12,20,20,17,15,16,20,21,14,16
18,15,20,15,23,22,13,18,17,17,21,23,18,16,17,18,9,22,21,26,20,19,9,19,16
19,15,13,14,24,21,21,27,19,16,15,18,21,17,17,14,23,20,20,13,25,15,19,11,15
15,18,21,22,18,24,20,19,24,15,16,10,14,16,16,17,19,20,25,20,21,14,13,13,22
26,14,21,20,14,22,22,10,19,16,21,15,24,20,21,15,12,14,16,15,15,25,17,17,21
20,19,16,9,16,17,17,14,18,15,18,18,25,23,21,29,15,17,13,21,23,15,18,17,18
7,14,23,25,18,17,20,16,15,22,21,16,19,20,21,17,19,18,16,14,21,13,21,18,21
17,15,25,14,23,15,15,24,12,12,18,14,12,13,15,21,18,27,23,20,26,19,26,15,13
16,17,25,12,17,15,21,13,18,23,18,12,13,18,14,25,23,16,25,10,21,26,26,6,22
13,21,22,14,27,15,15,13,20,17,21,10,16,18,18,20,20,19,19,17,25,22,16,17,17
21,25,17,20,20,28,17,17,22,19,14,19,13,12,22,16,14,20,19,12,17,15,20,24,9
23,21,17,18,13,15,22,10,23,19,18,23,15,10,13,18,21,18,20,11,28,21,23,21,11
24,18,16,24,20,19,17,12,17,18,17,17,15,24,20,13,24,18,20,15,21,15,14,17,17
22,19,17,24,20,14,17,19,26,23,16,18,22,24,11,13,14,12,16,18,17,18,18,15,19
18,17,17,21,17,18,22,23,24,27,20,18,25,16,13,15,21,18,11,7,18,10,18,18,20
17,19,13,17,17,14,20,20,26,23,17,22,24,12,16,22,16,22,19,12,11,18,18,20,17
18,17,9,19,17,19,22,17,14,17,17,24,19,13,18,24,17,24,17,20,21,16,24,12,17
19,19,14,13,16,17,18,21,22,18,13,26,24,22,23,20,17,17,11,16,19,15,17,20,15
25,10,15,14,17,22,19,19,17,12,15,21,25,13,19,14,16,23,21,14,24,21,17,12,27
26,18,15,19,17,22,23,23,16,21,18,12,16,19,23,18,17,17,12,14,14,16,18,26,12
17,20,14,23,11,15,18,18,19,12,12,26,14,22,17,14,24,18,20,21,16,15,29,20,17
18,20,18,13,24,22,20,15,14,19,17,25,20,21,15,19,13,26,10,17,13,15,19,19,20
15,21,16,16,19,20,23,20,22,26,16,19,16,17,16,19,15,15,14,9,16,27,18,16,21
20,14,22,20,25,16,19,11,22,23,12,17,13,15,12,19,22,17,22,18,17,25,23,12,16
16,26,16,23,17,20,16,17,19,20,20,19,20,22,18,15,15,18,10,17,21,27,15,11,14
24,18,23,20,23,24,16,11,14,11,14,22,14,17,18,18,21,15,26,18,14,26,18,9,18
20,19,12,16,16,20,26,15,19,17,16,19,19,15,21,25,24,20,15,18,14,14,14,19,19
14,23,16,13,19,18,19,15,19,17,11,23,15,22,21,22,21,28,13,11,10,19,21,19,23
23,17,23,12,21,21,20,11,23,18,19,17,17,18,17,17,16,21,19,24,11,15,20,15,17
27,10,25,15,21,18,14,21,23,15,11,15,13,20,20,20,17,19,19,14,18,19,17,21,20
17,11,16,17,22,28,20,14,26,17,20,13,25,18,20,20,17,23,14,16,15,15,22,16,10
14,20,16,19,18,17,21,29,16,27,24,16,21,13,14,18,18,15,13,22,7,16,22,16,20
24,20,22,10,17,14,20,17,13,22,16,20,17,25,21,14,20,18,15,22,14,15,21,25,10
11,23,14,23,21,20,16,18,18,19,24,12,18,19,16,17,26,15,18,20,17,14,15,20,18
19,25,18,20,20,10,18,12,19,24,20,18,25,15,21,18,14,15,16,19,11,11,21,24,19
23,23,17,11,13,18,25,21,12,20,14,19,19,23,21,23,12,17,14,18,13,17,19,25,15
16,20,10,17,21,15,14,23,12,24,22,25,20,19,12,15,17,17,17,27,12,23,15,24,15
14,14,19,15,17,26,13,25,17,16,16,19,22,22,29,15,17,19,13,19,17,17,21,14,16
16,22,10,20,11,23,16,18,13,17,22,23,16,13,22,21,16,19,16,11,26,21,22,17,21
18,14,16,21,17,18,20,20,14,18,14,19,23,21,16,17,15,20,16,15,19,21,21,23,16
16,13,19,13,15,23,16,21,18,26,21,21,18,13,15,19,18,21,15,17,17,18,22,18,19
26,21,17,18,17,25,18,19,22,17,25,24,12,15,17,13,19,17,15,17,21,18,10,16,13
19,19,21,15,18,22,22,21,16,21,15,15,11,14,26,12,20,20,23,9,21,20,20,13,19
15,28,12,19,17,24,27,17,17,17,14,26,20,14,18,13,20,13,14,24,17,14,15,22,15
15,18,26,17,16,11,16,25,22,16,21,16,18,19,29,23,16,15,18,11,19,11,20,16,18
14,23,16,19,17,16,21,19,15,16,16,19,22,16,14,19,32,14,18,21,12,18,18,20,17
14,17,14,19,23,15,18,21,32,19,16,12,26,15,10,21,21,23,19,13,18,14,15,15,22
20,29,9,23,20,14,15,23,14,21,18,14,21,18,17,16,18,20,22,12,13,11,20,20,24
19,22,14,12,20,26,15,16,22,19,13,18,13,19,14,13,16,22,22,17,15,24,21,25,15
18,12,27,16,18,17,15,17,19,13,26,13,32,20,15,20,15,17,15,16,24,11,24,19,13
23,21,22,9,17,12,14,14,17,21,19,23,14,21,13,19,27,17,29,22,13,12,25,13,15
16,13,19,17,16,18,13,18,21,13,16,24,23,25,13,18,15,21,24,23,15,10,22,10,29
16,17,25,14,18,8,19,14,22,15,15,16,20,25,14,25,24,12,27,19,17,14,15,21,20
19,17,11,12,14,13,19,22,16,19,9,25,19,13,20,24,24,25,18,25,21,14,21,17,15
19,12,20,16,23,15,21,22,20,18,16,17,21,13,26,10,22,18,15,15,21,22,20,14,16
14,14,21,17,15,18,25,12,22,29,17,16,23,24,20,12,11,17,17,12,16,19,27,16,18
24,12,12,19,23,19,20,18,16,22,17,25,14,23,14,18,14,19,23,12,25,24,11,16,12
17,29,14,19,15,21,15,20,10,14,20,17,16,18,25,21,15,20,21,21,19,16,14,16,19
21,13,11,23,18,25,20,14,19,21,12,18,20,19,15,17,21,20,15,21,24,21,23,12,9
26,13,14,15,14,20,20,21,18,16,25,26,23,10,23,14,19,18,20,15,16,18,19,17,12
21,28,21,7,14,22,20,16,17,26,13,16,16,21,22,14,9,19,22,13,20,19,23,17,16
18,17,22,20,23,18,15,14,20,15,19,21,17,14,23,14,18,13,18,15,19,21,13,26,19
27,16,15,16,18,19,17,11,14,15,20,22,21,16,16,19,19,10,14,27,26,13,22,21,18
17,22,16,20,22,8,20,20,19,18,20,14,18,19,19,21,15,23,21,18,21,12,13,16,20
19,20,20,22,21,16,21,11,19,14,19,20,22,22,18,19,15,19,28,17,15,10,21,12,12
20,7,19,20,17,16,18,21,21,27,12,25,24,23,23,17,17,17,14,19,21,12,12,13,17
23,17,18,16,17,14,27,24,13,20,26,13,14,28,27,23,13,12,14,16,12,20,13,18,14
14,14,19,17,25,21,26,18,17,25,17,21,24,17,13,12,20,11,20,18,18,19,9,17,20
15,22,21,21,20,16,14,23,13,18,14,25,20,13,12,15,17,20,23,15,15,16,20,20,24
19,21,15,12,16,18,13,11,13,20,26,15,26,14,16,16,24,14,19,26,15,14,22,20,27
21,12,24,20,18,13,15,26,15,18,17,17,18,9,19,21,17,23,24,14,17,17,20,18,19
23,16,17,19,19,21,9,22,18,17,18,23,19,18,21,10,21,15,21,16,21,12,15,17,24
16,17,16,12,27,16,15,14,17,17,21,22,21,17,15,19,17,22,19,16,16,25,16,14,25
19,16,16,18,22,14,19,13,16,25,13,23,20,17,15,16,14,24,13,23,21,21,26,13,15
17,26,17,20,17,21,20,22,21,10,18,20,19,14,21,20,10,18,25,9,15,20,22,15,15
22,11,16,20,19,21,13,22,17,25,19,21,17,24,24,20,11,12,14,22,17,14,25,10,16
16,17,14,23,12,10,27,18,19,19,24,18,23,24,18,19,22,21,13,13,20,11,19,22,10
23,23,15,15,17,23,23,19,13,18,8,23,25,13,19,19,21,15,27,15,16,23,10,20,9
24,18,18,13,34,17,23,23,7,13,16,18,26,20,22,21,18,16,15,9,18,10,16,20,17
16,21,20,13,15,13,22,21,25,15,19,16,13,13,16,18,23,19,17,14,18,18,18,20,29
18,15,17,14,15,19,20,23,19,18,22,25,27,21,14,14,18,11,23,12,21,19,16,15,16
18,26,21,17,13,18,16,15,19,33,21,17,20,8,21,14,17,20,13,13,13,21,18,24,16
15,12,17,16,17,20,18,13,18,23,21,20,19,17,14,20,27,9,30,20,22,11,22,17,14
21,24,20,23,17,19,23,19,19,13,12,15,14,13,16,17,18,21,16,27,16,23,15,17,14
25,15,19,17,15,18,18,13,17,14,14,19,20,22,16,22,22,19,26,15,12,16,26,20,12
7,19,22,18,25,19,13,16,20,15,18,19,23,23,13,19,16,17,22,17,16,11,22,23,19
16,18,18,17,23,18,13,15,23,15,23,20,18,14,21,23,18,20,15,18,11,16,16,23,20
24,20,19,14,25,15,22,22,15,13,16,17,16,15,16,16,18,19,22,14,16,17,18,18,25
31,9,20,12,18,21,24,19,28,13,14,20,12,19,24,13,17,12,21,21,15,22,13,17,17
14,14,17,16,21,18,13,17,16,25,15,17,19,19,14,16,24,17,21,12,24,24,23,20,16
20,22,24,21,18,20,20,21,12,16,20,20,13,25,11,12,20,16,22,13,11,20,17,22,16
28,21,14,21,13,14,18,21,21,19,17,17,26,13,24,16,12,23,16,14,19,9,18,23,15
13,15,19,17,23,24,25,23,15,19,14,23,17,18,17,16,15,23,13,16,18,13,22,17,17
17,16,22,18,17,19,27,12,17,20,10,17,25,10,24,18,18,17,16,23,23,16,13,18,19
13,23,19,21,12,16,13,27,27,23,23,21,14,17,21,17,12,14,14,22,14,19,12,20,18
16,17,22,22,15,22,16,15,15,14,16,8,19,23,14,16,29,22,22,16,26,15,13,25,14
20,32,17,20,15,20,19,19,16,18,22,18,18,12,21,12,11,19,22,18,17,20,14,18,14
23,13,19,19,20,15,21,13,13,21,12,18,18,26,14,21,21,15,16,15,20,22,17,19,21
22,19,17,9,18,16,18,20,16,25,8,19,14,28,14,13,26,11,17,22,11,22,20,26,21
19,13,23,20,22,16,16,14,18,17,12,28,24,23,16,16,26,21,13,23,13,10,13,20,16
23,21,16,9,12,25,9,21,11,16,12,18,18,19,22,20,24,19,24,11,28,23,21,15,15
29,18,17,15,14,15,18,19,13,22,17,17,21,19,11,16,12,24,21,16,19,20,21,18,20
18,25,18,17,20,16,16,26,21,17,13,19,17,19,22,17,14,17,8,19,18,19,26,13,17
19,21,19,23,18,14,15,15,18,19,20,12,20,16,21,15,28,16,18,17,13,15,20,18,22
15,10,19,24,20,20,20,20,18,17,15,16,18,9,21,15,17,16,20,16,27,17,22,19,21
16,23,22,14,18,25,12,24,13,13,17,15,25,18,12,20,19,20,25,18,15,16,16,16,20
16,20,20,20,18,22,18,19,9,14,31,14,20,16,22,17,12,19,18,22,11,18,12,20,24
20,23,14,13,11,24,21,21,29,16,15,10,26,17,16,20,19,14,26,15,16,15,14,21,16
16,18,25,20,18,13,20,11,20,19,25,12,17,20,20,25,14,18,23,14,15,14,20,18,17
15,15,19,11,19,17,17,20,25,14,24,26,17,20,17,19,17,22,17,16,11,25,18,18,13
17,17,14,18,24,22,23,15,22,22,25,18,20,13,24,14,16,10,19,10,16,15,25,14,19
14,17,19,19,17,18,26,15,11,22,20,17,24,19,23,13,15,20,22,22,13,17,16,19,14
15,17,20,19,26,22,17,22,17,16,18,16,14,14,12,14,17,21,20,17,21,13,23,14,27
20,17,12,22,9,23,19,17,19,16,18,18,26,12,11,13,21,28,13,14,15,21,20,24,24
22,16,23,19,13,10,28,10,15,24,15,23,27,21,15,20,16,18,23,18,14,12,16,11,23
18,18,14,20,22,16,14,18,12,17,16,22,16,19,27,21,17,9,24,23,13,19,18,17,22
20,25,22,17,11,18,23,20,15,20,22,20,19,14,17,17,20,13,13,20,21,23,20,10,12
17,17,27,16,26,21,26,19,12,14,11,12,28,20,21,16,17,25,15,12,12,21,10,21,16
20,18,17,17,15,18,13,20,23,24,22,23,18,14,11,17,24,12,16,18,17,18,18,23,16
13,21,18,17,17,19,27,25,19,12,13,20,18,16,17,12,19,19,22,8,21,17,16,22,24
22,16,13,16,15,19,22,21,19,17,14,15,17,16,14,14,19,13,22,25,17,23,20,17,26
12,21,22,16,16,20,20,16,18,20,17,18,20,15,12,19,15,18,20,20,18,20,17,22,20
18,17,15,22,20,21,10,20,20,24,10,25,33,13,9,18,15,23,14,18,23,17,19,16,12
14,14,10,19,15,19,15,19,17,16,12,23,14,30,18,17,22,16,21,16,25,24,16,20,20
16,23,16,17,13,16,14,17,19,20,19,15,25,19,15,19,15,20,14,17,22,17,26,22,16
17,12,17,11,19,19,24,19,26,17,17,17,19,16,18,25,15,21,16,12,18,22,14,18,23
25,15,14,18,21,20,15,11,14,17,21,10,21,17,19,16,22,21,24,17,10,26,18,16,24
23,19,15,15,18,15,14,13,17,16,19,27,26,13,19,25,18,16,19,15,18,16,19,20,17
21,23,10,19,12,23,25,13,21,16,23,16,15,20,14,20,15,20,13,18,19,15,16,25,20
24,18,29,19,15,12,12,13,17,25,18,28,14,20,19,9,21,21,16,13,9,18,20,21,21
16,12,19,24,24,18,20,22,19,19,19,20,20,16,27,20,12,16,12,17,20,19,16,11,14
17,13,21,18,23,10,20,16,25,11,20,19,13,19,18,24,16,14,24,22,14,24,23,15,13
16,16,17,24,17,16,22,15,15,17,22,19,17,20,14,26,19,17,21,18,20,15,19,16,14
17,20,18,13,16,15,13,14,22,19,17,28,23,18,16,21,20,12,26,15,27,17,16,15,14
26,11,20,17,15,16,13,20,24,22,24,14,22,19,18,14,22,18,10,15,22,17,16,15,22
16,26,13,18,17,13,17,13,20,24,22,16,14,18,14,17,14,31,16,22,16,15,21,21,18
14,19,17,18,21,15,15,21,26,21,18,18,17,16,22,17,15,18,17,21,11,13,15,27,20
22,16,14,24,21,16,13,24,21,23,20,9,17,16,26,17,14,20,20,22,13,9,20,18,17
16,15,17,19,9,13,16,14,27,15,19,16,25,17,21,25,21,24,14,22,19,18,15,12,23
19,12,14,16,14,17,19,19,18,17,24,22,17,13,23,18,18,12,21,22,14,11,23,23,26
18,18,23,19,12,17,21,7,12,22,22,21,22,18,16,16,17,16,16,18,23,18,17,22,21
23,18,22,14,22,19,22,17,15,18,21,19,25,33,15,11,18,11,12,23,19,21,8,16,10
23,17,15,16,17,17,15,9,22,17,12,24,16,18,22,19,15,19,12,26,11,19,26,18,27
28,25,17,23,15,14,27,11,17,19,20,22,8,13,12,15,23,16,17,9,23,22,15,19,22
19,22,17,18,19,12,27,23,10,23,19,13,17,15,20,23,26,15,18,18,13,15,11,16,23
8,14,19,23,24,17,12,19,22,18,21,13,9,15,19,30,18,17,23,20,29,17,18,15,12
18,15,20,12,17,12,13,21,23,13,14,19,18,24,17,10,27,19,24,23,23,16,14,18,22
21,16,18,19,18,23,18,19,18,21,20,19,16,15,12,23,19,17,20,14,18,17,18,14,19
19,16,11,16,15,21,15,15,25,15,15,12,13,22,19,25,20,22,14,17,21,25,20,16,23
11,20,12,13,20,21,18,24,25,17,19,16,16,17,14,16,16,25,23,18,20,19,24,15,13
21,13,23,19,18,20,16,18,16,25,16,14,19,20,12,21,16,21,27,19,11,21,12,15,19
14,10,15,21,15,19,22,31,18,22,19,22,15,14,22,11,16,22,15,15,28,17,16,17,16
18,18,21,23,26,13,14,23,21,14,22,10,15,18,17,14,16,19,17,20,22,18,10,23,20
28,12,22,16,23,27,18,24,12,17,18,16,16,20,14,11,18,16,22,14,23,16,14,20,15
10,24,16,14,16,22,28,18,14,12,14,15,23,18,21,22,15,18,28,26,16,20,16,13,13
17,12,14,23,19,12,15,15,15,14,26,19,15,18,25,16,21,19,13,15,17,18,21,21,32
22,24,17,20,19,18,22,14,18,17,23,21,12,19,26,18,13,13,21,9,20,13,22,17,14
14,17,13,15,20,29,19,21,13,14,23,17,21,19,17,14,20,15,19,14,19,23,17,19,20
17,18,24,24,16,12,22,15,13,17,25,9,21,15,22,12,20,20,18,30,13,16,17,24,12
25,14,15,12,22,20,13,15,18,21,16,26,19,12,18,19,15,18,21,22,18,19,17,23,14
17,26,20,14,10,19,22,18,23,13,13,19,24,19,26,16,17,17,7,23,23,15,21,13,17
16,15,22,18,20,23,22,14,17,19,17,17,21,16,15,19,14,18,19,11,16,20,16,23,24
21,19,11,23,20,20,20,19,28,14,14,10,23,15,23,20,12,23,14,19,11,20,22,16,15
19,17,21,24,13,9,20,18,10,15,14,34,16,26,19,25,13,26,19,17,15,16,12,18,16
23,10,21,20,21,12,17,23,19,21,16,17,19,19,12,17,18,21,19,14,16,22,17,21,17
24,19,19,19,12,15,13,16,23,23,11,20,13,20,17,13,17,15,18,19,34,26,17,14,15
20,21,23,21,17,12,13,13,14,13,11,12,16,17,16,22,26,24,22,23,18,21,18,20,19
17,21,10,14,21,17,16,20,18,17,13,19,20,18,19,18,21,14,16,19,20,22,24,16,22
20,15,22,17,9,19,13,11,26,20,21,9,19,24,17,21,12,18,16,24,19,16,18,26,20
12,22,18,20,19,16,18,14,14,22,25,21,11,16,21,18,24,20,20,18,17,17,20,13,16
14,16,22,12,27,16,14,15,26,13,21,14,12,18,26,19,16,16,17,18,23,18,23,15,21
13,14,17,19,23,15,18,18,19,21,12,18,22,15,17,16,16,23,29,20,19,14,14,21,19
17,21,18,22,18,14,21,18,15,17,20,21,23,21,14,22,13,13,21,23,15,15,19,15,16
8,19,21,20,17,16,19,10,16,21,22,27,17,23,20,11,14,27,12,13,26,24,19,17,13
20,17,13,18,28,13,18,21,11,22,19,17,16,17,21,17,25,15,14,17,19,22,15,17,20
22,18,20,14,16,12,21,23,14,26,15,19,26,18,16,19,23,13,17,19,17,13,12,20,19
22,13,16,16,22,16,16,13,17,22,18,16,12,13,21,16,22,16,18,23,28,22,21,18,15
25,16,19,12,22,10,23,21,18,16,17,22,14,17,23,12,12,15,18,20,21,23,15,21,20
21,18,16,14,19,20,18,22,20,20,16,16,20,16,20,21,12,17,13,18,22,20,17,16,20
11,14,22,31,12,14,22,13,17,17,28,17,22,22,14,13,14,26,11,28,18,14,15,15,22
23,23,16,15,15,15,13,16,22,20,21,19,19,16,11,13,14,25,28,22,15,12,21,22,16
25,15,15,16,10,19,18,16,14,25,19,9,16,15,27,11,17,15,24,22,21,18,23,17,25
17,21,13,23,19,16,14,18,18,17,19,19,13,23,18,14,30,24,19,14,13,12,24,18,16
17,16,19,18,21,22,19,18,16,20,24,18,22,18,15,15,17,24,17,19,21,13,11,10,22
12,14,19,17,17,24,19,26,19,19,14,14,19,19,18,18,16,12,25,16,14,19,21,20,21
17,13,21,21,18,15,21,13,10,29,16,17,15,12,18,20,16,17,13,21,14,17,29,23,26
21,14,19,14,18,17,24,15,22,18,22,16,15,22,19,21,14,20,15,18,14,14,17,19,24
9,15,13,23,24,25,15,20,22,22,20,26,14,12,17,31,7,15,21,19,15,17,19,11,20
18,21,17,20,15,25,12,19,24,18,22,10,23,23,21,14,17,21,15,16,12,17,22,14,16
18,18,17,20,15,16,18,19,16,14,12,12,16,19,17,18,32,12,24,19,18,27,17,18,20
29,16,24,20,18,17,20,14,17,23,13,14,14,9,14,17,22,19,20,21,11,19,20,23,18
13,12,17,22,25,17,21,21,22,22,20,20,20,11,16,19,22,14,13,18,12,21,16,17,21
20,14,15,17,19,13,26,18,24,16,25,14,27,20,19,10,14,18,14,14,15,24,17,22,17
21,9,13,18,21,22,20,23,19,15,18,19,15,16,21,21,24,15,24,18,20,22,9,13,16
25,15,19,17,12,14,17,21,21,19,18,25,18,23,17,24,14,13,15,18,18,16,20,16,17
23,18,17,15,13,20,17,16,13,16,14,19,18,20,23,15,17,20,19,12,23,20,22,19,23
16,18,21,19,16,11,19,12,21,11,12,19,19,18,14,27,21,22,18,14,25,19,21,18,21
16,21,20,17,27,25,18,13,17,16,17,15,20,22,19,10,19,14,17,11,20,23,19,20,16
12,20,19,18,14,19,23,20,18,12,22,25,13,17,16,20,17,19,19,8,22,20,25,16,18
19,18,18,12,29,15,16,20,29,24,11,17,15,15,20,12,16,15,20,20,13,22,22,19,15
21,18,15,25,16,16,11,16,19,20,15,15,21,18,14,23,21,15,17,19,15,17,15,27,23
21,18,17,17,21,20,27,20,18,21,11,16,19,10,21,17,18,14,18,25,16,17,15,20,15
26,15,26,22,17,16,19,19,12,20,20,15,12,17,17,16,23,12,13,19,26,19,17,18,16
21,21,24,26,16,25,19,20,7,20,17,17,13,23,17,16,10,19,13,14,18,9,26,25,16
